	OS052	OS152	OS186	OS457	OS525	OS526	OS384	OS742	OS766	OS774	OS833	SJSA	U2OS	MG63	MG63.3	SaOS2	HuO9	HOS	c143B
SMTN	6.062756919	7.930873057	4.748433691	6.963892914	4.679529462	6.57103307	8.737777666	4.772131172	3.841911414	4.375217229	5.377832884	7.276456545	7.204781796	7.103810788	6.654705571	6.811499541	6.045898757	5.806197694	7.173412555
SMU1	6.082600316	5.446022314	6.262759393	5.41449394	6.279764901	6.446089573	4.273955216	6.142892068	6.621454003	6.748803036	6.239142762	5.648818226	6.607095668	6.015474697	6.309684927	6.034871826	6.691190234	6.828218954	7.01154056
SMUG1	4.460919747	4.560688735	4.523409136	4.039603593	4.653545947	4.611070178	5.560531882	4.934785112	4.509606574	4.189773421	4.512064856	5.364313571	4.847924406	4.794463602	4.425492118	4.42141892	5.269088452	4.829837059	4.4558315
SMURF1	6.125743317	6.924591674	5.498850084	5.634256957	4.861149519	5.145518348	6.692855951	7.021058686	5.549231251	6.023178085	5.604042132	6.043804094	6.094700437	5.339828724	5.04468784	6.757997319	5.072322547	5.699016951	5.77752243
SMURF2	4.174922821	6.376916352	4.499154759	5.518696424	4.785211522	5.192066984	5.428089629	4.787025976	5.10026683	6.19344274	5.63864513	5.710184453	6.306704521	6.161623611	6.084819954	5.939438959	5.323240544	4.384090766	7.013136902
SMYD2	4.776639602	5.304594208	5.580587247	4.569062354	4.62966783	4.594769416	4.157091135	5.088980396	5.608122703	4.41269422	5.331683255	5.223883396	5.939987127	4.400226169	4.29048218	4.496701497	4.106364963	5.346446149	5.407486579
SMYD3	4.049464112	3.602249477	5.021068092	3.895644973	3.57514327	4.640965991	5.014763033	4.308162357	3.851012473	3.44311312	4.62141703	4.688203025	3.562946972	4.550929439	4.420797753	4.138139601	2.841995641	4.247228975	3.805433048
SMYD4	4.764406232	3.944503558	5.143484545	4.830492669	5.728217514	3.829523578	4.859784907	5.13239324	3.022086168	4.877743777	3.43705199	4.238249957	4.313234996	4.199469958	5.021620227	4.981716622	4.118666326	5.378258204	5.308904497
SMYD5	5.523647619	4.980918272	5.90640168	5.543063078	3.929644149	5.27949722	7.055242608	5.418836219	4.8577105	4.756667037	6.066455163	5.765043571	6.493364914	6.488567775	6.234101478	5.514495492	5.869698578	6.049534005	5.754325218
SNAI1	4.455011458	3.869313658	4.090759605	5.827763178	2.130556992	3.902375919	2.101936469	2.008893975	4.049858811	2.818278578	3.086602292	6.638125445	3.705539999	4.902999961	5.284486624	3.939974823	1.233898217	2.323760655	2.635515801
SNAI2	8.233070026	5.855238747	3.14985619	5.650659364	4.08822923	6.400140157	6.097114096	3.234584951	1.583216166	7.146956498	4.625923298	6.512433307	3.837637963	4.526607741	4.738181147	6.219465746	3.466507937	3.122729693	4.737526032
SNAI3.AS1	2.414979828	1.559958129	2.068670252	1.809380549	2.408283016	2.956874289	3.443415203	1.885146785	2.527087024	2.269953431	1.982499316	2.068562945	2.184062993	1.565253894	1.528471977	2.225479859	3.1403065	3.005403493	1.601977855
SNAP23	4.976644817	4.569764332	5.76098396	4.732080714	5.118707981	5.42699081	3.979183364	5.348618928	5.858793747	5.603074205	5.79020518	5.916569743	5.321476108	4.613851348	4.246059934	5.113868273	5.205153742	6.03796235	6.309877867
SNAP29	5.008689543	6.236513935	5.759708405	6.360744267	5.372032257	6.036145581	7.043972529	4.70574862	5.437365426	5.588137539	5.020966374	6.437163336	6.610861901	5.992572236	6.095905439	5.697645434	6.099119774	5.732220601	5.342307605
SNAP47	5.237343016	4.698083504	5.19724154	4.380339671	4.466902316	4.259953523	5.908889142	4.565933212	4.722922565	4.038158794	5.641615228	5.355973511	5.623515314	5.741713075	5.367332723	5.032406029	3.876982504	5.393904989	4.65404124
SNAPC1	3.429217134	4.418898108	3.762595297	5.468692603	3.390582526	5.113109881	1.429464279	5.088980396	6.871125801	3.134662827	3.359801406	2.889660136	5.439383542	2.87737485	3.601017726	3.897200182	4.256785888	3.651398008	5.171271214
SNAPC2	5.60707783	5.471668537	4.554146064	5.36671482	3.874109278	4.402989019	6.997990624	3.652952853	4.181948516	3.976927115	3.971024031	5.077547273	4.978748302	5.786101238	5.648018127	4.058074806	4.198099338	4.601828133	4.721992188
SNAPC3	4.692336004	4.77464853	6.09959431	5.247764512	4.121630042	5.176219158	1.784972396	5.195157213	5.409914901	4.968622016	4.717442127	4.625243213	3.615700413	7.773954729	8.225218822	3.992938462	5.723659292	4.565443777	5.451126364
SNAPC4	5.770952755	4.753563604	5.320593172	4.539797836	5.07264288	4.843309539	5.647042094	5.311327349	5.438875248	6.777216888	5.583338295	4.24975441	4.770448389	4.789020896	4.315987917	5.054375349	4.904856717	5.929415717	5.355581106
SNAPC5	2.36183889	3.976703372	4.096159941	3.568202891	3.428641357	3.744759434	2.307843064	3.787418295	3.252468335	4.221797318	4.594079777	3.779845298	4.59763793	3.375525449	3.567431013	2.962982994	3.822876327	5.157712658	5.411123622
SNAPIN	5.964286737	5.122304078	7.206197787	5.177136539	5.581681887	4.881682579	5.827573205	4.608480379	4.646577066	5.001790222	5.712535713	5.242100249	5.041995075	5.557123203	4.987106231	5.899685208	5.842762199	7.260374705	5.903366231
SNCA	0.222993697	0.052738042	4.83415048	5.600881865	0	0.185593649	2.923283115	1.921599344	0.06401651	2.890895194	5.832408456	3.686180608	3.226929452	0.4496778	0	2.392477506	0	1.371516354	2.623024978
SNCAIP	4.762357214	4.575783166	7.131569465	0.216935163	4.686986234	0.432374041	1.823830944	6.072703373	4.932496512	4.583998371	1.019134635	0	0.479036841	0.037205002	0.315364622	1.680773774	3.908025836	0.873031754	3.500905039
SND1	8.950276656	8.669713519	9.175963853	8.037706763	9.288797644	7.495904476	9.937070998	8.954245377	9.38725935	7.893899951	8.395566373	8.784857438	7.706897772	8.681580369	8.088163675	8.816313464	8.487402232	8.863372321	7.526832104
SNF8	5.926356703	6.69761262	5.487593354	5.512299512	5.876892935	6.438636042	8.152120153	7.272836073	6.634689587	5.653515251	6.553702742	7.775885848	7.012142146	6.547775732	6.694144104	6.050961862	5.927944854	7.875782729	6.503172086
SNHG1	6.316801147	6.843971323	6.376698155	5.71195547	6.396805584	5.854827772	5.221701356	7.366712471	5.621480592	7.635164155	6.208424454	6.135693747	6.156912372	6.287098376	6.119273569	5.7898585	5.552868283	7.024431138	7.287461316
SNHG10	3.739466241	3.006615661	2.422548632	2.910905121	3.499993001	2.598026579	2.223168605	3.359416095	3.804921949	2.228522337	2.490612018	2.320010332	3.303396672	2.415914021	2.793611659	2.546569988	3.830375019	3.997033866	3.840022831
SNHG11	3.36405108	2.735349015	2.73447056	0.241894604	0.041957477	3.244007116	5.250510907	3.041069173	2.3964264	3.017921478	1.99183962	3.006647082	3.052610668	4.30810158	4.23807673	2.709709443	3.124127177	3.838359137	3.854342442
SNHG12	3.684258294	4.242847328	4.660037986	3.739003946	3.533468817	3.759458776	3.010083676	4.093298803	3.804921949	4.902104035	3.577052461	3.601486257	3.897170358	3.881781509	3.899812495	4.441802115	3.132239519	3.948413683	4.886048238
SNHG14	5.637580133	6.106130252	6.653460979	5.258506304	6.568111674	5.494445007	2.307843064	7.438828826	5.998444932	0	6.421273658	4.461036707	5.240692774	0.530177682	0	4.740746796	7.009566666	5.717787942	5.716121954
SNHG15	5.426494068	4.873853763	4.973445256	3.985210764	3.756183116	4.536996901	4.094906121	4.916839765	3.364750731	4.923898353	4.654140713	3.80010735	4.447959265	4.810669595	4.713442653	4.313644919	4.500309065	5.596814058	5.358723544
SNHG16	6.816137866	6.216669047	6.341321056	5.10542438	4.240135425	5.683935077	6.586710483	5.890463264	7.207736685	6.780206966	7.202915592	6.248534042	6.252064591	6.145742196	6.001600452	5.997695736	5.146287291	6.586378088	6.671328818
SNHG17	4.503250683	4.46745676	4.738107771	3.285698086	3.696683712	4.468705004	5.616935196	5.630450686	5.269334997	5.674237065	5.028927913	4.832900422	3.6533731	4.541249908	4.95337248	4.694529628	4.036766069	6.549596957	6.444633386
SNHG18	0.036631117	5.243520134	0.821138419	5.782762018	3.311313597	3.985431634	5.112161791	2.920168925	5.304543238	0.628683705	0.737562951	6.088422386	3.410996576	5.872909892	5.035505007	4.295312381	4.249346231	5.742441954	1.601977855
SNHG19	3.448036507	3.037473006	2.258842424	1.298867579	1.670713755	2.085735574	1.3781705	3.430703953	3.371091144	1.916966164	3.293367188	2.356952921	4.657129588	4.480080116	4.068368601	2.157511017	2.358901464	2.366682663	2.545720027
SNHG20	3.345921363	2.606043333	2.958545116	3.019541497	2.404267432	3.061945494	3.468155694	2.653813766	2.549622551	4.300545697	2.865632905	2.720431952	2.511616933	3.018939032	2.487304248	3.319821484	1.908120154	1.773545495	2.593452154
SNHG26	1.168140443	2.450957835	1.715640312	3.793832925	1.822867789	2.345142078	1.526884991	2.855694148	3.022086168	2.985126295	1.610419363	0.897959655	2.546358948	2.211394832	1.196253227	1.173412957	2.22876264	2.087611899	3.334674002
SNHG29	9.320275513	8.487766386	8.519145728	7.757912267	7.807292699	6.557333109	9.124996845	8.587827449	8.558066871	8.35157586	7.904364226	7.841576321	8.017160459	8.776339456	7.74323073	7.638716682	7.440161601	10.0957681	9.960251506
SNHG3	6.208843299	6.437665259	6.089137747	5.355323019	4.677867155	5.622764843	4.308615543	6.211665006	4.818811617	5.86656517	4.89221356	5.384582517	5.94704675	5.48742529	4.988693092	4.981716622	4.439499766	5.861639191	5.879060349
SNHG30	3.975921783	2.280859579	1.575747491	2.951190084	1.90473675	3.133450899	2.463599297	2.493551587	1.266956788	2.519373754	2.395286907	2.734538013	3.216180875	2.415914021	3.129056747	2.744874371	3.353082547	2.935848464	2.440501838
SNHG32	7.832362383	6.737590448	6.131174589	6.45347969	6.600499379	5.679374717	6.472130771	6.779301967	6.237555235	7.774528955	4.788839209	7.852396929	5.829137308	7.968873587	5.752589455	6.090988438	6.493618232	7.817028885	7.16284463
SNHG4	1.396683552	3.308995541	4.089406357	2.545333855	1.716773535	1.577436158	1.212345736	4.48603572	3.614977367	3.799671379	3.133773055	1.578159142	2.768614288	4.168366315	3.584322107	1.090786847	1.417695438	2.86276944	4.363739358
SNHG5	4.115163331	4.389300321	3.876818276	3.456688566	4.025564349	3.547911014	5.306459492	3.443295254	5.400647418	5.251451587	3.592483833	5.531183879	3.787693618	7.667122694	7.494817686	6.498055815	5.275511941	5.311172597	5.247843066
SNHG6	6.43041962	4.169124287	4.896607794	4.256443199	5.586119895	4.055326907	4.294851175	6.625515485	4.727871441	5.830096192	5.29536861	5.059917306	5.487107391	6.16740327	5.954468948	5.415515928	5.682819409	5.557988396	6.344844257
SNHG7	6.473641589	5.778379745	5.501904919	3.947775104	5.248685374	4.522968292	5.402646244	5.898486797	4.921738752	5.663913362	5.825242068	4.441104293	5.406667396	5.034159155	4.498596055	4.601670489	5.460850362	6.34613923	6.041573738
SNHG8	4.222401688	4.664588993	5.026735178	3.178275697	3.113996666	3.712158618	3.326511879	4.749496603	4.459907985	3.904236593	4.521769558	3.72202124	5.8833637	5.241640405	5.11757046	3.288386525	2.034690087	4.742908325	5.280023421
SNHG9	2.910534488	1.7635101	1.906004933	1.141970709	1.350079242	1.589452409	2.163825581	1.125345144	1.421568751	1.472487458	1.760043897	2.833971702	2.768614288	2.638024869	3.239810801	1.173412957	0.600483386	2.526637583	1.913680556
SNIP1	5.488958647	4.372974981	4.518389657	4.452948383	4.346505478	4.720292513	4.821895472	4.241238087	4.14172275	4.790277004	4.55680517	5.00860178	4.977688017	4.931685715	4.766208213	4.275408377	4.357102979	4.81828709	4.521237052
SNN	3.700044855	4.123628025	5.492209001	4.10568192	4.851596546	4.869415344	4.187206552	1.957153511	4.895588044	3.938900532	4.739789159	4.117859145	5.563298192	5.175393024	4.007052911	4.453659069	4.062464916	3.018920961	3.660170758
SNORD17	0.803854864	1.693272838	2.481511472	0.326001329	1.703762963	1.583456794	2.163825581	1.749780785	4.104154356	3.955925095	2.743773722	1.492212312	2.607957881	1.345573888	2.086120262	1.150284392	1.091379942	1.924818007	2.050560278
SNPH	5.645754542	3.050498182	4.316896253	5.948292196	6.701514634	4.061810331	5.480711393	5.153619406	3.503963148	1.185459706	0.072222647	4.49457864	4.481259491	3.690698485	4.646662044	1.454012615	5.155271844	3.071758817	3.212158435
SNRK	3.856782713	4.35995478	4.223755846	4.408170218	5.058020465	4.550890411	1.573234545	4.081264872	4.87119289	3.899844447	3.443873907	3.343741056	4.052272852	2.809107148	3.419975217	4.38101004	4.672898971	3.395685625	4.724917553
SNRNP200	11.06828807	8.550951854	9.654371165	9.212337927	9.246492687	9.619291973	9.869466369	9.926055868	8.565169883	8.551715166	8.826326017	9.006247657	9.522414004	9.339294349	9.063750345	9.578659755	9.319681881	9.817308507	8.907823448
SNRNP25	4.276047882	4.474722415	3.975349773	3.264539523	3.555362136	3.742070661	6.508365019	3.461978525	4.432887061	4.214742074	5.995097427	4.91157409	4.972374874	5.337034209	5.28319406	4.768542347	3.840313028	5.966512803	5.075967906
SNRNP27	4.620251455	4.684918093	4.733783396	4.428696377	3.798103472	4.973374115	4.00477446	4.197312454	5.233245977	5.014034306	4.053622663	4.722815228	4.487232355	4.423245211	4.272356013	4.589899934	3.94072658	4.314544412	4.542396161
SNRNP35	3.921871731	3.631437788	4.19887255	3.920013655	3.341027057	3.367774968	5.027303594	3.695677357	4.312866873	4.505230899	3.510375501	4.117859145	4.806724204	4.905517141	4.425492118	4.387205825	4.120706394	4.790972036	4.072146754
SNRNP40	7.251860178	5.741373479	6.237323978	5.337703112	5.466529634	6.009282716	7.140444692	6.39135391	5.375639077	6.227140253	6.344517868	6.649647568	6.698100097	6.426387418	6.69171053	7.070005742	5.822224648	7.193403745	6.37867363
SNRNP48	3.093347717	4.739557243	5.089678569	4.05728817	3.897152006	4.540095931	1.269764682	5.159354568	3.433008262	4.893293278	4.578665558	3.472762812	2.758772135	4.207652245	4.996601321	3.111079347	3.789923918	3.514960719	3.729783286
SNRNP70	7.59414507	9.22414179	7.954227284	7.08360472	7.896293303	7.307231457	9.337120857	7.485612684	8.126906272	8.494424353	8.159158526	8.468625208	8.287525939	8.625522811	8.336422755	8.787969017	6.76576247	8.894642177	8.26016105
SNRPA	6.913215608	6.053456585	6.759155773	5.697085393	6.381057074	5.97734478	7.55845444	6.253375859	6.670473517	6.645029728	7.136829853	7.18139509	7.030919907	7.310726331	7.135605816	6.813341253	5.974937107	7.79165984	6.85389185
SNRPA1	5.535694331	5.587903589	6.072453487	5.594839921	5.311676646	6.700800939	4.807426396	5.970934362	5.910856659	6.784978237	7.606727329	5.74602123	6.15971993	6.356354725	6.498066516	7.220549236	5.963047535	6.243366329	6.484017836
SNRPB	7.539157259	6.948417693	7.262819746	6.920950643	7.431528018	6.974322926	8.564336299	7.238932399	6.099274217	7.021677115	7.288781383	7.636510155	7.001748358	6.853069226	7.182464978	7.10745202	7.597857508	8.833323611	7.714281874
SNRPB2	5.494318348	4.936587524	6.104961738	5.369902623	6.593683077	6.298808373	2.849874843	6.139994427	5.916286292	7.051682546	5.943682384	5.857640114	5.878259154	5.298289866	5.93567029	5.678069603	5.665455574	5.813972645	6.853446368
SNRPC	7.443823942	6.660040662	7.225730419	6.439387493	6.479762047	6.485003162	9.944666234	6.332499441	7.134156479	7.391810406	7.387180512	7.665636697	7.382134332	9.566290279	8.884001549	7.263113949	6.212977208	8.548523483	7.733171164
SNRPD1	7.226815686	5.495676818	6.062487468	6.340665693	5.834622819	6.114637185	5.340356645	6.089822664	6.81583987	9.095442181	6.536652502	6.917000961	7.252685417	6.637197454	7.113230451	6.644903934	5.983930513	7.395404056	7.582324563
SNRPD2	7.128427482	6.388717031	7.027301808	5.866646669	5.666271699	6.174693211	8.513615834	7.114064443	6.987117368	7.43152926	8.407938857	7.919019033	7.834930269	8.615756253	8.204030133	7.551892788	6.511220974	8.497233894	7.775288789
SNRPD3	6.301125306	6.475782912	7.424222468	6.963072275	6.867120491	6.804149558	6.508365019	6.973020611	8.246825045	8.955379309	7.474930116	7.574472074	8.113465928	7.610778565	7.994716843	7.297731942	6.844404995	8.234092584	8.086049814
SNRPE	4.840835464	5.234036724	5.846780905	4.945115	5.008621056	5.779797273	2.626318079	6.454913476	5.449399989	6.956558107	7.338362134	5.342988742	5.719876362	6.292397485	6.317913909	5.444325687	5.371155337	6.070781041	6.187620005
SNRPF	5.94394051	5.49963964	6.000481035	5.523157445	4.867726253	5.822103102	6.120712842	5.008656515	6.602044116	7.550134564	6.822313271	6.508676132	6.241943979	7.332870325	7.410903894	6.633742846	5.506813074	7.712760979	7.483729532
SNRPG	6.646722543	5.557051291	5.964025289	5.583595178	5.067573615	6.107604241	6.056904231	6.223575612	6.17732497	6.868268069	6.845038667	6.916743236	7.073972335	6.92368707	7.299603887	7.157426023	6.145946787	7.894236315	7.372623416
SNRPGP10	2.900632172	2.530583486	2.755100594	2.355409598	2.210918038	3.098141161	2.604166325	2.575906879	3.598860103	4.038158794	3.37772511	3.928369244	4.208667293	4.05049041	4.353420471	4.194341174	2.446087751	4.822147363	4.46868667
SNRPGP2	1.831361154	1.256998009	1.55236429	1.636638233	1.358405344	2.047046504	2.101936469	1.847749251	1.786634596	2.855043723	2.262673937	3.228858523	3.435915945	3.193877441	3.396257867	3.291032425	1.37731133	4.108708077	3.756714254
SNTA1	4.531598921	5.039254484	4.156852964	4.58255931	5.280798581	5.418174984	6.970114266	3.802156902	3.061823589	3.001617072	4.574008993	5.469265786	4.964903446	4.034480099	4.41844483	6.377506588	5.921522954	5.142355838	4.234222108
SNTB1	3.897183786	6.09097569	4.049599586	6.130992465	3.197581977	2.135758127	3.673577462	8.582145554	6.59529004	4.919565749	2.477373741	2.22994406	2.350578299	5.668019372	6.069905549	4.560594763	6.159901966	3.084671355	3.567605094
SNTB2	5.396861499	5.532891255	5.112508647	5.56114921	4.790605431	6.250199411	3.705140844	4.614059697	4.612196593	5.283835838	5.998576653	4.535438306	4.529811543	4.584305344	4.634549516	4.541833219	5.017537418	4.610782633	5.038834898
SNU13	6.868512549	6.757585209	6.980435357	5.961031086	4.861881749	5.948770629	8.461047023	7.079697032	6.798891132	6.952852741	7.738798289	7.629922013	6.888967022	7.521293113	7.73024647	6.74599431	6.599079875	7.932683574	7.509830101
SNUPN	4.999440625	3.184544386	3.944246358	3.086523973	3.11153588	3.768735521	3.091956888	3.905870893	3.837339264	3.496448792	4.515307016	4.18102784	4.484249014	4.786291824	4.416088063	2.550991949	3.187783477	4.667670157	4.822828537
SNW1	6.501138973	6.126519025	6.365001913	6.239925226	7.231886222	6.243085663	4.194638196	6.704129965	7.330754643	7.447416584	6.846648293	6.593675896	7.087059398	6.46572297	6.739147445	6.627737327	7.039798792	7.426799863	7.641578426
